volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	hi4	lo4	rt	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rrt	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx
62402189	0.86	0.83	0.84	0.84	0.8	TIT.MI	0.99	1.01	0.98	0.98			0.0	-1.0	-1.0	0								0.83													0.98										-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
92318062	0.86	0.83	0.83	0.85	0.81	TIT.MI	0.98	1.01	0.97	0.99			0.0	-1.0	-1.0	0																															0.0	0.0	0.0	0.0	0.0	0.0		0.0
129715611	0.89	0.86	0.88	0.87	0.83	TIT.MI	1.03	1.04	1.01	1.02			0.0	-1.0	1.0	0							0.89													1.04		1.04									0.0	0.0	0.0	0.0	0.0	0.0		0.0
118418222	0.89	0.84	0.89	0.85	0.81	TIT.MI	1.05	1.06	1.0	1.01			0.0	-1.0	1.0	0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
94868748	0.85	0.83	0.84	0.85	0.8	TIT.MI	0.99	0.99	0.97	0.99			0.0	-1.0	1.0	0																															0.0	0.0	0.0	0.0	0.0	0.0		0.0
95832251	0.85	0.82	0.84	0.83	0.79	TIT.MI	0.99	1.0	0.97	0.98			0.0	-1.0	1.0	-1																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
71718886	0.84	0.82	0.83	0.83	0.79	TIT.MI	0.97	0.98	0.96	0.96			0.0	-1.0	1.0	-1																					0.96										0.0	0.0	0.0	0.0	0.0	0.0		0.0
92638140	0.83	0.81	0.82	0.83	0.79	TIT.MI	0.99	1.0	0.97	0.99			0.0	-1.0	1.0	-1																				1.0											0.0	0.0	0.0	0.0	0.0	0.0		0.0
170009975	0.83	0.8	0.82	0.81	0.77	TIT.MI	0.95	0.97	0.92	0.94	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0				0.8		0.8											0.92		0.92								-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
158474747	0.85	0.81	0.81	0.83	0.79	TIT.MI	0.93	0.97	0.92	0.95	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																											0.0	0.0	0.0	0.0	0.0	0.0		0.0
123971604	0.87	0.83	0.83	0.87	0.82	TIT.MI	0.95	0.99	0.95	0.99	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																											0.0	0.0	0.0	0.0	0.0	0.0		0.0
83145175	0.87	0.86	0.86	0.87	0.83	TIT.MI	0.98	1.0	0.98	0.99	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0			0.87													1.0											0.0	0.0	0.0	0.0	0.0	0.0		0.0
74814629	0.88	0.86	0.87	0.87	0.82	TIT.MI	0.99	1.0	0.97	0.98	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																	0.97										0.0	0.0	0.0	0.0	0.0	0.0		0.0
184436104	0.87	0.85	0.86	0.85	0.81	TIT.MI	0.99	1.0	0.98	0.98	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																											-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
60177694	0.86	0.85	0.86	0.86	0.81	TIT.MI	1.0	1.0	0.99	1.0	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0				0.85																							0.0	0.0	0.0	0.0	0.0	0.0		0.0
54732814	0.87	0.85	0.85	0.86	0.81	TIT.MI	0.99	1.01	0.99	1.0	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0			0.87																								0.0	0.0	0.0	0.0	0.0	0.0		0.0
64088500	0.86	0.84	0.86	0.85	0.8	TIT.MI	1.02	1.02	1.0	1.0	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0				0.84												1.02											-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
44710870	0.85	0.84	0.85	0.85	0.8	TIT.MI	1.0	1.0	0.99	0.99	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																	0.99	1.0									0.0	0.0	0.0	0.0	0.0	0.0		0.0
79202862	0.87	0.85	0.85	0.86	0.82	TIT.MI	0.98	1.0	0.98	1.0	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																											0.0	0.0	0.0	0.0	0.0	0.0		0.0
73900183	0.87	0.86	0.86	0.87	0.82	TIT.MI	1.0	1.01	0.99	1.0	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0			0.87		0.87																						0.0	0.0	0.0	0.0	0.0	0.0		0.0
73485385	0.87	0.85	0.86	0.85	0.81	TIT.MI	1.0	1.02	1.0	1.0	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																1.02											-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
140681535	0.85	0.82	0.85	0.82	0.78	TIT.MI	1.03	1.03	0.99	1.0	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																											-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
126882398	0.82	0.78	0.81	0.79	0.75	TIT.MI	1.01	1.02	0.98	0.99	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																											-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
186151727	0.79	0.74	0.78	0.76	0.72	TIT.MI	1.0	1.01	0.95	0.97	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																											-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
141276811	0.78	0.75	0.77	0.76	0.72	TIT.MI	0.97	0.98	0.95	0.95	1.21	0.91	0.0	-1.0	1.0	-1	-1.0			-1.0																											0.0	0.0	0.0	0.0	0.0	0.0		0.0
